,Gender,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
1172,M,Dairy Person,Dairy,Connecticut,Stores,52.87296969,6.322706938,127.8766003,Stores
1173,M,Dairy Person,Dairy,Idaho,Stores,57.96351853,3.237143995,156.623132,Stores
1174,F,Cashier,Customer Service,Oklahoma,Stores,43.13890191,2.868471805,122.5801316,Stores
1176,F,Dairy Person,Dairy,Alaska,Stores,36.78760451,5.352846269,35.79941379,Stores
1177,M,Dairy Person,Dairy,Kentucky,Stores,52.59734399,3.310841682,87.74753792,Stores
1178,M,Meat Cutter,Meats,Tennessee,Stores,48.09324625,3.164454808,71.58495932,Stores
1179,M,Cashier,Customer Service,Kentucky,Stores,45.50668028,4.945447619,74.11984622,Stores
1180,F,Dairy Person,Dairy,South Carolina,Stores,51.36390196,3.419680909,118.1238501,Stores
1181,M,Dairy Person,Dairy,Arkansas,Stores,42.34069523,2.65154949,57.99819022,Stores
1182,F,Dairy Person,Dairy,Oklahoma,Stores,39.91390024,5.669548545,74.08296937,Stores
1183,M,Cashier,Customer Service,West Virginia,Stores,57.64221297,6.712351133,112.0247781,Stores
1184,F,Dairy Person,Dairy,Wisconsin,Stores,39.84124439,4.089794075,71.25020827,Stores
1185,M,Cashier,Customer Service,Indiana,Stores,35.6690896,5.320908395,34.56601633,Stores
1186,M,Dairy Person,Dairy,Texas,Stores,47.97163046,3.157503796,63.03435619,Stores
1187,M,Dairy Person,Dairy,Louisiana,Stores,48.08099733,5.284481416,86.36429861,Stores
1188,F,Dairy Person,Dairy,Kansas,Stores,24.96715636,8.060891242,3.684461661,Stores
1189,F,Dairy Person,Dairy,Colorado,Stores,45.98863168,5.31847461,123.1129865,Stores
1190,M,Cashier,Customer Service,Missouri,Stores,40.02369401,2.257691495,65.88447933,Stores
1191,M,Dairy Person,Dairy,Idaho,Stores,32.62810709,6.453170491,58.96931711,Stores
1192,F,Cashier,Customer Service,New Mexico,Stores,48.40127685,5.516336418,93.18901602,Stores
1193,M,Cashier,Customer Service,South Carolina,Stores,59.92562289,4.777685384,125.5723801,Stores
1194,M,Dairy Person,Dairy,Wyoming,Stores,40.79212693,3.277406502,41.32058999,Stores
1196,F,Cashier,Customer Service,New York,Stores,46.16008978,4.421949556,75.34500744,Stores
1197,F,Cashier,Customer Service,South Carolina,Stores,57.99956407,4.247115445,159.590101,Stores
1198,F,Dairy Person,Dairy,Arizona,Stores,44.17237117,6.071993891,64.32813518,Stores
1200,F,Dairy Person,Dairy,Nebraska,Stores,48.9528465,6.637104618,42.14509358,Stores
1201,M,Cashier,Customer Service,Idaho,Stores,63.54659139,4.240016802,133.8906239,Stores
1202,F,Dairy Person,Dairy,Kansas,Stores,52.30658793,5.141557706,111.560191,Stores
1203,F,Cashier,Customer Service,California,Stores,41.50729642,3.883991278,113.098722,Stores
1204,M,Dairy Person,Dairy,Massachusetts,Stores,39.67575302,3.842486236,53.08575524,Stores
1205,M,Dairy Person,Dairy,Louisiana,Stores,49.62145886,6.365059144,136.1275146,Stores
1206,F,Dairy Person,Dairy,Indiana,Stores,33.64386787,6.443616561,30.52760468,Stores
1207,M,Cashier,Customer Service,New Jersey,Stores,34.32169353,6.488766974,27.42477449,Stores
1208,M,Dairy Person,Dairy,New Jersey,Stores,48.66004057,4.270115593,43.0518732,Stores
1209,F,Dairy Person,Dairy,Washington,Stores,50.54156423,4.638479155,137.7744436,Stores
1211,M,Cashier,Customer Service,Delaware,Stores,35.58226583,5.737866243,39.81697293,Stores
1214,M,Cashier,Customer Service,Tennessee,Stores,45.55716027,3.840674948,56.09080868,Stores
1215,F,Dairy Person,Dairy,Delaware,Stores,39.13518781,4.475789923,60.3713913,Stores
1216,F,Dairy Person,Dairy,Vermont,Stores,38.01713689,4.79050779,53.34430998,Stores
1217,F,Dairy Person,Dairy,Alabama,Stores,57.81482681,4.800442198,120.7659124,Stores
1218,F,Cashier,Customer Service,Montana,Stores,42.06675528,5.441919129,100.6814197,Stores
1220,F,Dairy Person,Dairy,North Dakota,Stores,45.41528818,3.166959895,59.96468232,Stores
1222,M,Dairy Person,Dairy,Ohio,Stores,37.3137961,4.951462147,56.17575881,Stores
1223,M,Cashier,Customer Service,Massachusetts,Stores,46.76679486,3.40641858,42.99716305,Stores
1224,M,Dairy Person,Dairy,Kentucky,Stores,43.60333544,2.668863638,51.2088985,Stores
1226,F,Dairy Person,Dairy,Virginia,Stores,49.13052986,8.206223455,97.00086009,Stores
1227,M,Meat Cutter,Meats,Utah,Stores,49.11621211,5.53712696,58.02574077,Stores
1228,M,Dairy Person,Dairy,Florida,Stores,54.15071305,3.415680746,114.1863152,Stores
1229,F,Dairy Person,Dairy,North Dakota,Stores,54.56372221,6.047564684,116.6098631,Stores
1230,F,Dairy Person,Dairy,Ohio,Stores,34.49413214,3.084183821,31.56885533,Stores
1231,M,Dairy Person,Dairy,Connecticut,Stores,49.33414791,2.568759498,121.1518768,Stores
1232,F,Dairy Person,Dairy,Texas,Stores,49.71535163,4.032506165,110.6363768,Stores
1233,M,Dairy Person,Dairy,Arkansas,Stores,47.40272416,3.922914752,60.0988083,Stores
1234,M,Dairy Person,Dairy,North Carolina,Stores,52.1245786,4.831717057,89.2200273,Stores
1235,F,Dairy Person,Dairy,Pennsylvania,Stores,50.95776486,3.537331456,105.5159624,Stores
1236,F,Dairy Person,Dairy,Wyoming,Stores,36.75695333,6.42129195,19.48324337,Stores
1237,F,Cashier,Customer Service,Georgia,Stores,48.0706203,3.021460519,128.2571135,Stores
1239,F,Dairy Person,Dairy,West Virginia,Stores,32.62044214,4.864290737,13.28435841,Stores
1240,F,Dairy Person,Dairy,Oklahoma,Stores,45.14920611,5.287499593,94.97141902,Stores
1241,F,Cashier,Customer Service,Georgia,Stores,35.44955443,6.476719105,41.27355304,Stores
1243,F,Dairy Person,Dairy,South Carolina,Stores,43.09531071,3.814711086,98.59875106,Stores
1244,M,Dairy Person,Dairy,Alaska,Stores,47.28638881,5.838173342,73.3887303,Stores
1245,F,Dairy Person,Dairy,South Carolina,Stores,31.98807499,4.515954033,12.07320912,Stores
1246,M,Dairy Person,Dairy,Indiana,Stores,51.58367637,4.27812592,100.2581118,Stores
1247,F,Dairy Person,Dairy,Washington,Stores,45.34947945,3.75184639,148.8997702,Stores
1248,M,Cashier,Customer Service,Kentucky,Stores,45.84698099,3.684135703,46.21297297,Stores
1249,M,Dairy Person,Dairy,Wisconsin,Stores,42.11504881,1.91984945,80.25774701,Stores
1250,F,Cashier,Customer Service,Kansas,Stores,45.71472912,4.848678547,156.4242189,Stores
1251,M,Dairy Person,Dairy,New Mexico,Stores,55.72516646,6.769972259,112.6568215,Stores
1252,M,Meat Cutter,Meats,Wyoming,Stores,40.66819872,3.939877332,34.28763277,Stores
1253,M,Dairy Person,Dairy,Wisconsin,Stores,41.15903602,4.863688149,49.99142176,Stores
1254,M,Dairy Person,Dairy,California,Stores,32.97462884,5.012292521,28.35231258,Stores
1255,M,Dairy Person,Dairy,New Mexico,Stores,61.29341713,5.81831341,144.4066426,Stores
1256,F,Cashier,Customer Service,Oklahoma,Stores,69.33330279,4.564354171,220.5941849,Stores
1257,F,Cashier,Customer Service,West Virginia,Stores,46.54776551,7.479126097,88.18565216,Stores
1258,M,Cashier,Customer Service,Michigan,Stores,49.61192757,3.517233034,100.4780132,Stores
1259,M,Dairy Person,Dairy,Massachusetts,Stores,38.60898898,3.761249932,30.58451345,Stores
1261,F,Dairy Person,Dairy,New Mexico,Stores,30.50042188,3.474904136,11.87725311,Stores
1262,F,Dairy Person,Dairy,Georgia,Stores,49.18482714,7.88095843,133.6366235,Stores
1263,F,Dairy Person,Dairy,California,Stores,43.93940455,1.994687949,50.8428899,Stores
1264,F,Dairy Person,Dairy,Iowa,Stores,39.59658817,6.636467484,52.15686197,Stores
1265,F,Cashier,Customer Service,New Hampshire,Stores,38.79474532,7.294336278,65.30168919,Stores
1267,M,Dairy Person,Dairy,Iowa,Stores,35.64626137,3.908585935,43.79104182,Stores
1268,M,Dairy Person,Dairy,Montana,Stores,50.0402644,2.667331713,61.25208408,Stores
1269,M,Meat Cutter,Meats,Arizona,Stores,50.56734384,3.922360195,77.75294176,Stores
1270,M,Dairy Person,Dairy,Hawaii,Stores,48.12489002,3.32801198,77.781547,Stores
1271,M,Dairy Person,Dairy,New Jersey,Stores,38.48518073,5.256201318,83.92020018,Stores
1272,F,Dairy Person,Dairy,New Mexico,Stores,46.36469093,4.491675674,95.08477222,Stores
1273,F,Cashier,Customer Service,Hawaii,Stores,34.99201007,3.874267456,62.62409452,Stores
1276,F,Dairy Person,Dairy,California,Stores,32.96517642,6.107192483,36.69077323,Stores
1277,F,Cashier,Customer Service,Louisiana,Stores,42.14996859,4.100453466,66.32414548,Stores
1278,M,Cashier,Customer Service,Montana,Stores,53.90753318,2.686041088,119.2195958,Stores
1279,M,Meat Cutter,Meats,Michigan,Stores,49.15439362,6.664332173,90.64106372,Stores
1280,F,Cashier,Customer Service,North Dakota,Stores,59.51650712,5.000171455,152.4000082,Stores
1281,F,Dairy Person,Dairy,New Mexico,Stores,39.55634741,4.955944178,31.96776818,Stores
1282,M,Meat Cutter,Meats,Utah,Stores,51.76801775,5.228672694,89.29178716,Stores
1283,M,Cashier,Customer Service,Florida,Stores,42.53777551,3.944457664,73.31296142,Stores
1284,F,Cashier,Customer Service,Washington,Stores,48.63642674,4.027254748,114.3133731,Stores
1285,F,Dairy Person,Dairy,Indiana,Stores,31.4706673,2.92589895,13.0067368,Stores
1286,F,Cashier,Customer Service,Tennessee,Stores,36.50459398,3.012150238,29.28236651,Stores
1287,M,Dairy Person,Dairy,Hawaii,Stores,44.50150821,2.826292711,31.55197237,Stores
1289,M,Cashier,Customer Service,Kansas,Stores,43.95637666,4.088218358,31.75238229,Stores
1290,F,Dairy Person,Dairy,South Carolina,Stores,37.30875921,2.798307719,38.35650099,Stores
1291,M,Dairy Person,Dairy,Maryland,Stores,48.68945416,5.493938683,56.5904331,Stores
1292,M,Dairy Person,Dairy,Tennessee,Stores,43.48944444,0.972542554,49.35182607,Stores
1293,F,Cashier,Customer Service,Massachusetts,Stores,31.99145961,7.149206581,28.97247491,Stores
1294,M,Dairy Person,Dairy,Idaho,Stores,43.61067183,6.378753122,48.68511138,Stores
1295,M,Dairy Person,Dairy,Delaware,Stores,58.02260321,4.30554956,92.76550846,Stores
1296,F,Cashier,Customer Service,Kentucky,Stores,31.73014336,6.761322264,31.93451266,Stores
1297,M,Dairy Person,Dairy,Kentucky,Stores,59.60154638,4.024117035,180.3267217,Stores
1298,M,Dairy Person,Dairy,California,Stores,41.36945433,3.418857375,45.26883627,Stores
1299,M,CEO,Executive,Hawaii,Executive,58.72581,13.607846,35.54745688,HeadOffice
1300,F,VP Stores,Executive,Vermont,Executive,46.18983,10.406933,74.59166832,HeadOffice
1302,M,VP Human Resources,Executive,Maine,Executive,44.52728,2.52856,71.06380216,HeadOffice
1303,M,VP Finance,Executive,Massachusetts,Executive,35.13631,6.85154,66.01094552,HeadOffice
1305,M,"Exec Assistant, Human Resources",Executive,Vermont,Executive,33.436254,15.436254,49.4651976,HeadOffice
1306,F,"Exec Assistant, Legal Counsel",Executive,Connecticut,Executive,54.31662,6.647392,78.17613544,HeadOffice
1307,F,Dairy Person,Dairy,Maryland,Stores,35.37695219,3.025949104,60.19521799,Stores
1308,M,Cashier,Customer Service,Colorado,Stores,38.7216448,4.783214722,18.13879929,Stores
1309,F,CHief Information Officer,Executive,Oregon,Executive,35.44612,12.256898,86.7524372,HeadOffice
1311,F,Meats Manager,Meats,South Carolina,Stores,61.21057204,5.015794159,145.4611085,Stores
1312,F,Store Manager,Store Management,New Mexico,Stores,27.21549603,4.12280258,2.286930661,Stores
1313,F,"Exec Assistant, Human Resources",Executive,Ohio,Executive,38.36826,3.403192,70.02735584,HeadOffice
1314,M,Dairy Person,Dairy,Alabama,Stores,43.10602729,6.959690203,60.75094514,Stores
1316,F,"Director, Recruitment",Recruitment,Alaska,HumanResources,33.8547,4.505916,86.89026871,HeadOffice
1317,F,Dairy Person,Dairy,Delaware,Stores,40.76856274,2.674609059,33.13700144,Stores
1318,M,Cashier,Customer Service,Kansas,Stores,33.69707196,5.030462606,36.12278618,Stores
1319,M,"Director, Training",Training,Vermont,HumanResources,49.16356,26.783065,29.38999648,HeadOffice
1320,F,Store Manager,Store Management,Connecticut,Stores,40.90651962,6.61536742,64.26417547,Stores
1321,M,Store Manager,Store Management,Massachusetts,Stores,46.11647862,5.619672508,68.06239816,Stores
1323,F,Cashier,Customer Service,New Jersey,Stores,48.9592712,6.731319769,106.6018016,Stores
1324,F,Store Manager,Store Management,New Jersey,Stores,35.59523644,3.033077138,24.43085685,Stores
1326,M,Meat Cutter,Meats,Minnesota,Stores,47.45733887,5.148785347,69.62162587,Stores
1327,F,"Director, Employee Records",Employee Records,Wyoming,HumanResources,51.24375,21.541747,41.73836222,HeadOffice
1329,M,Dairy Person,Dairy,Michigan,Stores,42.35536582,8.089107525,36.59852465,Stores
1330,F,Dairy Person,Dairy,Arkansas,Stores,53.39047225,5.890018974,118.770815,Stores
1331,F,Dairy Person,Dairy,South Dakota,Stores,45.51210554,2.138399193,109.6157471,Stores
1332,M,"Director, Compensation",Compensation,Connecticut,HumanResources,41.13916,16.879339,25.3428604,HeadOffice
1333,F,Corporate Lawyer,Legal,Maine,Legal,39.19805,11.77536,68.6007296,HeadOffice
1335,F,Dairy Person,Dairy,Virginia,Stores,40.01512051,5.960315319,45.95743888,Stores
1336,M,Corporate Lawyer,Legal,Maine,Legal,42.5896,5.643892,49.36752288,HeadOffice
1337,F,Meat Cutter,Meats,Montana,Stores,53.23460132,4.775502424,147.2354424,Stores
1338,M,Corporate Lawyer,Legal,Louisiana,Legal,42.5896,16.208868,36.26731784,HeadOffice
1339,M,Produce Manager,Produce,Oregon,Stores,40.16296835,3.679943546,40.28762171,Stores
1340,F,Meats Manager,Meats,Washington,Stores,58.57438843,3.650138098,158.8951013,Stores
1341,F,"Director, Accounts Receivable",Accounts Receiveable,Washington,FinanceAndAccounting,54.67226,13.551033,34.26672746,HeadOffice
1342,F,Cashier,Customer Service,Pennsylvania,Stores,48.24879175,3.669429243,129.2442466,Stores
1343,F,Meats Manager,Meats,New York,Stores,40.85621238,5.543832843,50.01037536,Stores
1345,M,Dairy Person,Dairy,Montana,Stores,48.98667658,4.204033543,53.19361034,Stores
1346,F,Store Manager,Store Management,Maryland,Stores,45.12463345,7.612455974,87.84162722,Stores
1347,M,Systems Analyst,Information Technology,Tennessee,InfoTech,57.77307,17.895267,55.32516288,HeadOffice
1348,M,Store Manager,Store Management,Pennsylvania,Stores,58.40572229,3.678285017,162.2011507,Stores
1349,M,Dairy Person,Dairy,Ohio,Stores,44.99858571,4.27060397,51.22294654,Stores
1351,F,"Director, Accounts Payable",Accounts Payable,Kansas,FinanceAndAccounting,36.48114,3.937957,37.83182343,HeadOffice
1352,F,Cashier,Customer Service,Virginia,Stores,37.06095372,5.43102358,51.54973735,Stores
1353,M,"Director, Audit",Audit,California,FinanceAndAccounting,57.447349,39.447349,31.18758448,HeadOffice
1354,F,"Director, Accounting",Accounting,Oregon,FinanceAndAccounting,49.60327,2.217576,51.2105775,HeadOffice
1355,M,Meats Manager,Meats,Virginia,Stores,37.89995595,1.505239591,17.32691657,Stores
1356,F,Meat Cutter,Meats,Kansas,Stores,28.57136673,4.077221405,6.787154391,Stores
1359,F,Dairy Person,Dairy,New Jersey,Stores,38.85484165,5.026806177,30.44890774,Stores
1361,F,Recruiter,Recruitment,Louisiana,HumanResources,45.8697,16.278467,71.37282942,HeadOffice
1364,M,Store Manager,Store Management,Illinois,Stores,40.8847692,5.612590722,76.8012823,Stores
1365,F,Dairy Person,Dairy,West Virginia,Stores,69.69361689,4.21420852,177.4498646,Stores
1366,M,Recruiter,Recruitment,Tennessee,HumanResources,51.688884,33.688884,55.20941296,HeadOffice
1367,M,Processed Foods Manager,Processed Foods,Washington,Stores,47.21623976,5.044924958,37.9088964,Stores
1368,F,Dairy Person,Dairy,Louisiana,Stores,56.94638569,5.843132149,104.4869436,Stores
1369,M,Produce Manager,Produce,California,Stores,46.6592302,4.472437426,59.64504018,Stores
1370,M,Store Manager,Store Management,Kansas,Stores,29.73127856,2.799616401,10.51044364,Stores
1371,F,Recruiter,Recruitment,Oregon,HumanResources,53.31086,16.23073,94.19932891,HeadOffice
1372,M,Store Manager,Store Management,Minnesota,Stores,48.0427389,3.766237375,45.44153369,Stores
1373,M,Recruiter,Recruitment,Florida,HumanResources,57.335691,39.335691,52.25695072,HeadOffice
1374,F,Store Manager,Store Management,Mississippi,Stores,56.19959195,2.472682293,101.5907855,Stores
1375,F,Customer Service Manager,Customer Service,Delaware,Stores,34.3231379,4.518151883,31.90221789,Stores
1376,F,Recruiter,Recruitment,Kentucky,HumanResources,47.891603,29.891603,59.99278366,HeadOffice
1377,M,Meats Manager,Meats,Texas,Stores,49.41337837,6.056186541,7.17587619,Stores
1378,F,Meats Manager,Meats,Arkansas,Stores,43.87075474,5.421980868,36.69975688,Stores
1379,M,Cashier,Customer Service,Missouri,Stores,40.20291294,3.012116879,38.51543948,Stores
1380,F,Produce Manager,Produce,Vermont,Stores,46.85680309,3.721229098,55.76203339,Stores
1381,F,Recruiter,Recruitment,Maryland,HumanResources,54.14411,26.719346,129.6960602,HeadOffice
1382,F,Store Manager,Store Management,California,Stores,39.7947053,3.79205991,54.02038401,Stores
1383,F,Trainer,Training,Montana,HumanResources,54.02358,7.28474,133.5958714,HeadOffice
1384,M,Produce Manager,Produce,Massachusetts,Stores,40.71703064,4.002373001,16.53362924,Stores
1385,F,Trainer,Training,Vermont,HumanResources,43.98873,6.365269,107.6642591,HeadOffice
1386,M,Trainer,Training,Rhode Island,HumanResources,65.0,6.925135,107.9808049,HeadOffice
1387,M,Trainer,Training,Hawaii,HumanResources,42.25229,14.224236,84.28531384,HeadOffice
1388,F,Dairy Person,Dairy,Nevada,Stores,39.91244935,4.018570036,83.11431539,Stores
1389,F,Bakery Manager,Bakery,Rhode Island,Stores,60.27943376,5.517896923,123.893747,Stores
1392,F,Meat Cutter,Meats,Ohio,Stores,38.07107486,4.746010572,49.92167817,Stores
1393,M,Systems Analyst,Information Technology,Missouri,InfoTech,32.80631,7.703366,29.33405488,HeadOffice
1394,M,Systems Analyst,Information Technology,Iowa,InfoTech,33.20748,13.625529,66.34496752,HeadOffice
1397,F,Dairy Person,Dairy,Vermont,Stores,40.5737923,4.697199934,23.87504049,Stores
1398,F,Store Manager,Store Management,Vermont,Stores,37.48131019,7.04713568,47.93208689,Stores
1399,M,Meat Cutter,Meats,Montana,Stores,44.2860553,4.515880427,73.41924682,Stores
1400,F,Store Manager,Store Management,Nevada,Stores,60.21468932,5.244413227,190.1154821,Stores
1402,M,Store Manager,Store Management,South Dakota,Stores,40.26771527,6.159199258,59.80568569,Stores
1403,M,Dairy Person,Dairy,New Hampshire,Stores,30.32455068,2.726210296,7.657096975,Stores
1405,M,Dairy Person,Dairy,North Carolina,Stores,34.37281992,4.546206785,3.06198223,Stores
1406,M,Dairy Person,Dairy,Arizona,Stores,45.24573312,4.036800457,58.47089488,Stores
1408,F,Meats Manager,Meats,Alabama,Stores,35.47399258,5.141782904,39.18573986,Stores
1409,M,Meats Manager,Meats,Alaska,Stores,44.7918381,5.887049489,47.43845096,Stores
1410,F,Dairy Person,Dairy,Wyoming,Stores,36.8396015,3.016156317,26.62167549,Stores
1411,M,Dairy Person,Dairy,Minnesota,Stores,50.06389361,6.135471637,85.24533053,Stores
1412,M,Produce Manager,Produce,Florida,Stores,43.7003732,4.179611066,62.14543921,Stores
1413,M,Dairy Person,Dairy,New Mexico,Stores,53.33455154,4.817339191,126.2616659,Stores
1414,F,Bakery Manager,Bakery,Indiana,Stores,38.96924226,4.416714885,1.824368791,Stores
1415,M,Produce Manager,Produce,Alabama,Stores,49.80325483,4.520115359,72.02507041,Stores
1416,M,Store Manager,Store Management,Alaska,Stores,44.56986555,5.28442363,27.55449072,Stores
1417,F,Bakery Manager,Bakery,Wisconsin,Stores,39.36308035,6.053341352,33.39821207,Stores
1418,F,Dairy Person,Dairy,Idaho,Stores,71.5006022,5.423304668,232.5624365,Stores
1419,M,Dairy Person,Dairy,Connecticut,Stores,54.48886783,4.599104022,134.7295885,Stores
1420,M,Store Manager,Store Management,Arkansas,Stores,38.77757323,2.230892194,12.7656897,Stores
1421,M,Dairy Person,Dairy,Illinois,Stores,44.64735324,4.186388574,55.56033286,Stores
1423,F,Produce Manager,Produce,Iowa,Stores,48.98121599,2.81035651,94.06359589,Stores
1424,F,Labor Relations Analyst,Labor Relations,Hawaii,HumanResources,41.15682,4.75773,79.16154896,HeadOffice
1425,F,Bakery Manager,Bakery,South Carolina,Stores,50.83354142,4.394220341,131.7068457,Stores
1426,M,Produce Manager,Produce,New Hampshire,Stores,44.53892741,5.614583115,63.85111266,Stores
1427,F,Bakery Manager,Bakery,Wisconsin,Stores,51.07950558,5.461382177,97.28657695,Stores
1428,M,Labor Relations Analyst,Labor Relations,Alaska,HumanResources,48.15581,6.925135,73.82479447,HeadOffice
1429,M,Labor Relations Analyst,Labor Relations,Hawaii,HumanResources,41.58173,14.224236,73.21907133,HeadOffice
1430,F,Meats Manager,Meats,Georgia,Stores,37.61335919,4.925379641,65.96238655,Stores
1431,F,Dairy Person,Dairy,Ohio,Stores,35.90895378,4.33038388,57.2664641,Stores
1432,F,Cashier,Customer Service,Hawaii,Stores,38.9315008,4.571331929,55.31590817,Stores
1433,F,Cashier,Customer Service,Florida,Stores,54.6487888,3.713588514,133.8876581,Stores
1434,M,Dairy Person,Dairy,Texas,Stores,37.60576372,3.296521622,47.06631087,Stores
1435,F,Dairy Person,Dairy,New Mexico,Stores,47.77835421,5.272481733,105.9587764,Stores
1437,F,Dairy Manager,Dairy,Hawaii,Stores,62.2971665,5.153505576,192.4024004,Stores
1438,M,Cashier,Customer Service,Maine,Stores,44.34138218,4.166339668,90.5038811,Stores
1439,M,Labor Relations Analyst,Labor Relations,Maine,HumanResources,49.16356,11.892066,55.7344216,HeadOffice
1440,F,Dairy Person,Dairy,Utah,Stores,39.74980433,4.180162015,70.57692472,Stores
1441,M,Dairy Person,Dairy,Massachusetts,Stores,41.77444881,6.211039769,57.90392478,Stores
1442,F,Labor Relations Analyst,Labor Relations,Montana,HumanResources,54.02358,31.898107,107.140599,HeadOffice
1443,M,Cashier,Customer Service,Connecticut,Stores,45.62504149,5.970487941,59.77611358,Stores
1444,F,HRIS Analyst,HR Technology,Alabama,HumanResources,48.09517,18.364606,74.76584211,HeadOffice
1446,F,Processed Foods Manager,Processed Foods,West Virginia,Stores,39.29058696,6.304590038,55.08966243,Stores
1447,M,Bakery Manager,Bakery,Tennessee,Stores,64.77715572,5.659827736,146.0409239,Stores
1449,F,Cashier,Customer Service,Virginia,Stores,44.24259686,4.501998639,83.50761493,Stores
1451,F,HRIS Analyst,HR Technology,Vermont,HumanResources,56.42429,17.69261862,72.85543144,HeadOffice
1452,F,Dairy Person,Dairy,Minnesota,Stores,48.51621704,4.482056946,85.1366684,Stores
1453,M,Dairy Person,Dairy,New Mexico,Stores,63.94739889,3.425873758,132.7733698,Stores
1454,F,Dairy Person,Dairy,Arizona,Stores,40.76341984,6.176922737,83.77301342,Stores
1455,F,Meats Manager,Meats,Illinois,Stores,48.8769992,2.405569914,127.3722516,Stores
1456,F,HRIS Analyst,HR Technology,Missouri,HumanResources,42.31678,17.69256653,65.27648766,HeadOffice
1458,M,Dairy Person,Dairy,Georgia,Stores,49.42173453,5.58563983,66.37530979,Stores
1459,M,Dairy Person,Dairy,Wisconsin,Stores,43.81447287,7.445082488,55.51660147,Stores
1460,F,Dairy Person,Dairy,Nebraska,Stores,54.33189518,4.180933263,141.4982522,Stores
1461,F,HRIS Analyst,HR Technology,Arizona,HumanResources,61.76038,17.69251443,86.67103157,HeadOffice
1462,F,Store Manager,Store Management,Connecticut,Stores,63.00972446,4.180980798,206.8483539,Stores
1463,M,Produce Manager,Produce,Montana,Stores,61.21578508,2.249187174,116.1338993,Stores
1464,F,Meats Manager,Meats,Missouri,Stores,25.79748303,3.403303096,5.364356181,Stores
1465,M,HRIS Analyst,HR Technology,Connecticut,HumanResources,47.64208,7.802021,33.24772776,HeadOffice
1466,F,HRIS Analyst,HR Technology,Montana,HumanResources,37.65633,17.69246234,75.15845628,HeadOffice
1467,M,Benefits Admin,Employee Records,West Virginia,HumanResources,41.15682,10.435959,55.31904664,HeadOffice
1469,M,Benefits Admin,Employee Records,Arkansas,HumanResources,48.15581,14.82257293,59.98457265,HeadOffice
1470,F,Processed Foods Manager,Processed Foods,New Hampshire,Stores,46.97137266,4.602201463,63.43560663,Stores
1471,F,Dairy Person,Dairy,Alabama,Stores,47.36789808,3.005763906,105.9357318,Stores
1472,F,Store Manager,Store Management,Connecticut,Stores,23.44283322,3.308135631,12.04024263,Stores
1473,F,Customer Service Manager,Customer Service,Connecticut,Stores,40.48756392,2.986019603,33.8236652,Stores
1474,M,Dairy Person,Dairy,North Carolina,Stores,29.19329311,3.155218055,7.036658112,Stores
1476,F,Processed Foods Manager,Processed Foods,New Mexico,Stores,37.53321523,2.955732708,38.16330314,Stores
1477,F,Dairy Person,Dairy,Washington,Stores,47.84428698,6.83927459,74.07066204,Stores
1478,F,Benefits Admin,Employee Records,Michigan,HumanResources,41.58173,17.69241025,52.09835351,HeadOffice
1479,F,Benefits Admin,Employee Records,Georgia,HumanResources,49.16356,17.69235815,67.46468364,HeadOffice
1480,F,Meat Cutter,Meats,Nebraska,Stores,47.04805619,4.379648234,101.9259527,Stores
1481,F,Benefits Admin,Employee Records,Kansas,HumanResources,54.02358,17.69230606,150.626281,HeadOffice
1482,M,Dairy Person,Dairy,North Dakota,Stores,51.20913323,5.815293122,103.9698686,Stores
1483,F,Store Manager,Store Management,New York,Stores,35.33405177,6.826294182,38.65680322,Stores
1484,M,Dairy Person,Dairy,Connecticut,Stores,29.84333485,3.801733063,17.94165628,Stores
1485,F,Meat Cutter,Meats,Alaska,Stores,64.80746173,5.715307903,189.8077884,Stores
1486,M,Dairy Person,Dairy,Ohio,Stores,52.13571661,4.620193403,93.82452332,Stores
1487,M,Dairy Person,Dairy,Iowa,Stores,46.63036532,5.325399922,79.86886533,Stores
1488,F,Dairy Person,Dairy,Montana,Stores,37.03561896,7.146647488,92.18883785,Stores
1489,M,Cashier,Customer Service,Connecticut,Stores,49.53324083,5.248608539,102.764077,Stores
1490,F,Dairy Person,Dairy,New Hampshire,Stores,46.33959139,4.835567386,111.4056818,Stores
1491,F,Meat Cutter,Meats,Tennessee,Stores,36.09559187,4.9139477,51.3980276,Stores
1492,M,Dairy Person,Dairy,Rhode Island,Stores,37.57064577,3.482237059,12.27249277,Stores
1494,M,Dairy Person,Dairy,Kentucky,Stores,39.11051662,5.44525565,2.097457274,Stores
1497,M,Compensation Analyst,Compensation,South Carolina,HumanResources,46.57147,14.44331384,69.0022534,HeadOffice
1498,F,Dairy Person,Dairy,Florida,Stores,50.5183344,4.199432396,162.5870192,Stores
1499,M,Cashier,Customer Service,Iowa,Stores,55.35519238,6.901827666,76.45006398,Stores
1500,M,Cashier,Customer Service,Ohio,Stores,50.71732512,4.207988296,66.85704382,Stores
1502,F,Customer Service Manager,Customer Service,Oklahoma,Stores,30.56273172,3.148724399,22.30228931,Stores
1503,M,Compensation Analyst,Compensation,New Mexico,HumanResources,39.06857,14.06405475,36.25433737,HeadOffice
1505,F,Cashier,Customer Service,Wyoming,Stores,52.53472684,4.965399373,124.4174646,Stores
1506,F,Cashier,Customer Service,North Carolina,Stores,34.54434356,2.78118643,40.54624038,Stores
